aircraft_type,name,engine_manufacturer,engine_model
B737,737-7B6,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7BC,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7BD,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7BF,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7BH,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7BJ,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7BK,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7BQ,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7BX,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7C9,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7CG,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7CJ,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7CN,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7CT,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7CU,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7D6C,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7DF,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7DP,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7DT,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7E0,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7EA,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7ED,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7EE,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7EG,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7EH,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7EI,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7EJ,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7EL,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7EM,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
E737,737-7ES Peace Eye,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7ET,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7FB,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7FE,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7FG,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7FY,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7GC,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7GE,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7GJ,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7GL,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7GV,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7H3,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7H4,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7H6,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7HB,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7HBC,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7HD,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7HE,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7HF,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7HI,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7HJ,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7HZ,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7JB,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7JF,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7JR,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7JU,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7JV,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7JW,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7JY,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7JZ,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7K2,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7K5,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7K9,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7KK,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7L9,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7LT,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7LY,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7M2,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7ME,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7N6,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7P3,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7Q8,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7U8,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7V3,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7W0,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7X2,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7Z5,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7ZF,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7ZH,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
B737,737-7ZW,CFM International,CFM56-7B24;CFM56-7B22;CFM56-7B20;CFM56-7B27;CFM56-7B24/2;CFM56-7B24/3;CFM56-7B24/B1;CFM56-7B24/3B1;CFM56-7B22/2;CFM56-7B22/3;CFM56-7B20/2;CFM56-7B20/3;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26/2
