aircraft_type,name,engine_manufacturer,engine_model
B752,757-223,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-224,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-225,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-225F,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-22K,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-22L,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-230,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-230ER,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-231,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-232,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-236,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-236F,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-23A,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-23APF,Rolls Royce;Pratt & Whitney,PW2037;PW2040;RB211-535E4
B752,757-23N,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-23P,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-24A,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-251,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-256,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-256F,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-258,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-25C,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-25F,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-260,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-260ER,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-260F,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-260PF,Rolls Royce;Pratt & Whitney,PW2037;PW2040;RB211-535E4
B752,757-26A,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-26D,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-27A,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-27B,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-28A,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-28AF,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-28S,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-29J,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2B6,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2B7,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2F8C,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2G5,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2G5ER,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2G5SF,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2G7,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2K2,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2K2C,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2M6,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2Q8,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2S7,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2T7,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2Y0,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2YO,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2Z0,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2Z0SF,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B752,757-2ZO,Rolls Royce;Pratt & Whitney,RB211-535C;RB211-535E4;RB211-535E4-B;PW2-037;PW2040
B753,757-308,Pratt & Whitney,PW2037;PW2040;PW2043
B753,757-324,Pratt & Whitney,PW2037;PW2040;PW2043
B753,757-330,Pratt & Whitney,PW2037;PW2040;PW2043
B753,757-33N,Pratt & Whitney,PW2037;PW2040;PW2043
B753,757-351,Pratt & Whitney,PW2037;PW2040;PW2043
B753,757-3CQ,Pratt & Whitney,PW2037;PW2040;PW2043
B753,757-3CQWL,Pratt & Whitney,PW2037;PW2040;PW2043
B753,757-3E7,Pratt & Whitney,PW2037;PW2040;PW2043
BE76,76 Duchess,Lycoming,O-360
B762,767-200,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-201,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-204ER,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-205,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-219ER,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-222,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-222ER,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-223,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-224,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-224ER,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-231,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-231ER,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-232,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-233,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-238,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-238ER,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-23BER,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-241,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-241ER,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-246,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-24Q,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-24QER,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-25E,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-266,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-277,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-27GER,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-281,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-281SF,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-2AX,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-2B7,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-2C,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-2DXER,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-2J6,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-2J6ER,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B762,767-2N0ER,Pratt & Whitney;General Electric,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060A;PW4052;CF6-80A;CF6-80A2;CF6-80C2-B2;CF6-80C2B2;CF6-80C2B4F;CF6_80C2B6F;CF6-80C2B7F
B763,767-300,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-36
B763,767-300ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-36
B763,767-300F,General Electric,CF6-80C2B6;CF6-80C2B7F
B763,767-304,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-304ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-306,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-306ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-316,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-316ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-316F,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-316FER,General Electric,CF6-80C2B6;CF6-80C2B7F
B763,767-319,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-319ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-319FER,General Electric,CF6-80C2B6;CF6-80C2B7F
B763,767-31A,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-31AER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-31B,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-31BER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-31K,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-31KER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-322,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-322ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-323,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-323ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-324,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-324ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-328,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-328ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-32KER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-32LER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-32LF,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-330ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-332,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-332ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-333,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-336,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-336ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-338,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-338ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-33A,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-33AER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-33PER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-341,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-341ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-343ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-346,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-346ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-346F,General Electric,CF6-80C2B6;CF6-80C2B7F
B763,767-34AF,General Electric,CF6-80C2B6;CF6-80C2B7F
B763,767-34AFER,General Electric,CF6-80C2B6;CF6-80C2B7F
B763,767-34GER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-34PER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-352,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-352ER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-35DER,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-35E,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
B763,767-35H,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4D;JT9D-7R4E;JT9D-7R4E4;PW4056;PW4060;PW4062;CF680A2;CF680C2-B2;RB211-524-H-T-37
