slug,identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,localizer_heading,glide_slope_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
ycn-tacan-rk,YCN,Yecheon TACAN,TACAN,ENROUTE,108900,26X,1050000,987000,,-7.500,,,130,36.63500,128.36667,360,RK,,,KR
yen-tacan-lt,YEN,Yenisehir TACAN,TACAN,ENROUTE,113200,79X,1103000,1166000,,4.000,,,40,40.25733,29.56292,797,LT,,,TR
ylt-tacan-rj,YLT,Iruma TACAN,TACAN,ENROUTE,110600,43X,1067000,1004000,,-8.000,,,130,35.83966,139.41516,295,RJ,,,JP
yok-tacan-rj,YOK,Yokota (Tokyo) TACAN,TACAN,ENROUTE,113800,85X,1109000,1172000,,-7.000,,,130,35.74898,139.35026,438,RJ,,,JP
yzt-tacan-rj,YZT,Shizuhama (Yaizu) TACAN,TACAN,ENROUTE,109200,29X,1053000,990000,,-6.000,,,130,34.81444,138.29583,78,RJ,,,JP
zah-tacan-oi,ZAH,Zahedan TACAN,TACAN,ENROUTE,112900,76X,1100000,1163000,,2.000,,,40,29.46350,60.90447,4509,OI,,,IR
zfx-tacan-a1,ZFX,Phoenix (McMurdo Station) TACAN,TACAN,ENROUTE,113800,85X,1109000,1172000,,0.000,,,130,-77.94710,166.74474,36,A1,,,AQ
zir-tacan-lt,ZIR,Murted TACAN,TACAN,ENROUTE,114500,92X,1116000,1179000,,5.300,,,40,40.08619,32.57600,2812,LT,,,TR
zwd-tacan-a1,ZWD,Williams TACAN,TACAN,ENROUTE,114300,90X,1114000,1177000,,0.000,,,130,-77.88959,167.09300,46,A1,,,AQ
zyt-tacan-rj,ZYT,Chitose (Sapporo) TACAN,TACAN,ENROUTE,109200,29X,1053000,990000,,-9.000,,,130,42.76444,141.67361,89,RJ,,,JP
zza-tacan-le,ZZA,Zaragoza TACAN,TACAN,ENROUTE,133700,64X,1088000,1151000,,0.000,,,130,41.67711,-1.05850,787,LE,,,ES
zzt-tacan-rj,ZZT,Shizuhama TACAN,TACAN,ENROUTE,135900,16X,1040000,977000,,-8.000,,,130,34.81392,138.29555,51,RJ,,,JP
