slug,identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,localizer_heading,glide_slope_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
mlv-vor-dme-sp,MLV,Malvinas VOR/DME,VOR-DME,ENROUTE,117200,119X,1143000,1206000,,-4.000,,,130,-11.85836,-72.93767,1260,SP,,,PE
mly-vor-dme-mk,MLY,Manley (Kingston) VOR/DME,VOR-DME,ENROUTE,115500,102X,1126000,1189000,,-8.000,,,125,17.93025,-76.77763,12,MK,,,JM
mma-vor-dme-he,MMA,Mersa Matruh VOR/DME,VOR-DME,ENROUTE,116400,111X,1135000,1198000,,4.000,,,130,31.31972,27.22233,93,HE,,,EG
mml-vor-dme-k3,MML,Marshall VOR/DME,VOR-DME,ENROUTE,111000,47X,1071000,1008000,,5.000,,,25,44.44841,-95.82476,1180,K3,,,US
mml-vor-dme-vo,MML,Mangalore VOR/DME,VOR-DME,ENROUTE,114200,89X,1113000,1176000,,-2.000,,,130,12.95164,74.88544,331,VO,,,IN
mmp-vor-dme-li,MMP,Malpensa (Milan) VOR/DME,VOR-DME,ENROUTE,113350,80Y,1104000,1041000,,1.000,,,40,45.64078,8.73483,764,LI,,,IT
mmv-vor-dme-fa,MMV,Mafikeng VOR/DME,VOR-DME,ENROUTE,112900,76X,1100000,1163000,,-17.000,,,130,-25.82590,25.53506,4160,FA,,,ZA
mmv-vor-dme-vo,MMV,Chennai VOR/DME,VOR-DME,ENROUTE,112500,72X,1096000,1159000,,-2.000,,,130,12.98764,80.15502,70,VO,,,IN
mna-vor-dme-da,MNA,El Golea VOR/DME,VOR-DME,ENROUTE,112100,58X,1082000,1019000,,1.000,,,130,30.55855,2.86166,1306,DA,,,DZ
mna-vor-dme-dn,MNA,Minna VOR/DME,VOR-DME,ENROUTE,115100,98X,1122000,1185000,,-1.000,,,130,9.64319,6.44975,898,DN,,,NG
mnd-vor-dme-va,MND,Mundra VOR/DME,VOR-DME,ENROUTE,113500,82X,1106000,1169000,,1.000,,,40,22.83802,69.77428,48,VA,,,IN
mni-vor-dme-lt,MNI,Merzifon VOR/DME,VOR-DME,ENROUTE,109800,35X,1059000,996000,,6.000,,,40,40.82150,35.51294,1788,LT,,,TR
mnk-vor-dme-ut,MNK,Muynak VOR/DME,VOR-DME,ENROUTE,116500,112X,1136000,1199000,,7.000,,,130,43.75333,59.02833,220,UT,,,UZ
mnm-vor-dme-k5,MNM,Menominee VOR/DME,VOR-DME,ENROUTE,109600,33X,1057000,994000,,0.000,,,40,45.18015,-87.64717,649,K5,,,US
mno-vor-dme-us,MNO,Sabetta VOR/DME,VOR-DME,ENROUTE,111000,47X,1071000,1008000,,29.000,,,130,71.20592,71.97925,98,US,,,RU
mno-vor-dme-wa,MNO,Manado VOR/DME,VOR-DME,ENROUTE,114200,89X,1113000,1176000,,0.000,,,40,1.55518,124.92785,250,WA,,,ID
mnr-vor-dme-lh,MNR,Monor VOR/DME,VOR-DME,ENROUTE,112500,72X,1096000,1159000,,4.000,,,130,47.33472,19.40547,463,LH,,,HU
mns-vor-dme-sb,MNS,Manaus VOR/DME,VOR-DME,ENROUTE,115800,105X,1129000,1192000,,-16.000,,,150,-3.04003,-60.05474,260,SB,,,BR
mns-vor-dme-uc,MNS,Manas VOR/DME,VOR-DME,ENROUTE,113400,81X,1105000,1168000,,5.000,,,130,43.06692,74.52091,2073,UC,,,KG
mns-vor-dme-um,MNS,Minsk-2 VOR/DME,VOR-DME,ENROUTE,113600,83X,1107000,1170000,,8.000,,,130,53.88444,28.02064,700,UM,,,BY
mnv-vor-dme-fb,MNV,Maun VOR/DME,VOR-DME,ENROUTE,112700,74X,1098000,1161000,,-9.000,,,130,-19.99037,23.38881,3100,FB,,,BW
mnv-vor-dme-se,MNV,Manta VOR/DME,VOR-DME,ENROUTE,113900,86X,1110000,1173000,,-2.000,,,130,-0.93456,-80.66194,79,SE,,,EC
mnw-vor-dme-ur,MNW,Mineralnyye Vody VOR/DME,VOR-DME,ENROUTE,117100,118X,1142000,1205000,,7.000,,,130,44.23961,43.05356,1100,UR,,,RU
mod-vor-dme-k2,MOD,Modesto VOR/DME,VOR-DME,ENROUTE,114600,93X,1117000,1180000,,17.000,,,130,37.62738,-120.95787,93,K2,,,US
moe-vor-dme-rj,MOE,Oyama VOR/DME,VOR-DME,ENROUTE,108650,23Y,1047000,1110000,,-6.000,,,130,34.07104,139.56129,63,RJ,,,JP
mof-vor-dme-uw,MOF,Samara VOR/DME,VOR-DME,ENROUTE,108800,25X,1049000,986000,,12.000,,,130,53.51014,50.17717,400,UW,,,RU
mok-vor-dme-da,MOK,Bordj Mokhtar VOR/DME,VOR-DME,ENROUTE,114000,87X,1111000,1174000,,0.000,,,130,21.38260,0.95069,1289,DA,,,DZ
mol-vor-dme-ep,MOL,Modlin VOR/DME,VOR-DME,ENROUTE,116600,113X,1137000,1200000,,5.000,,,130,52.45239,20.67778,394,EP,,,PL
mol-vor-dme-k6,MOL,Montebello VOR/DME,VOR-DME,ENROUTE,115300,100X,1124000,1187000,,-5.000,,,40,37.90053,-79.10689,3455,K6,,,US
mon-vor-dme-dt,MON,Monastir VOR/DME,VOR-DME,ENROUTE,113100,78X,1102000,1165000,,2.000,,,130,35.75494,10.74819,32,DT,,,TN
mon-vor-dme-k4,MON,Monticello VOR/DME,VOR-DME,ENROUTE,111600,53X,1077000,1014000,,4.000,,,40,33.56198,-91.71544,208,K4,,,US
mon-vor-dme-sc,MON,Puerto Montt VOR/DME,VOR-DME,ENROUTE,115700,104X,1128000,1191000,,8.000,,,125,-41.42917,-73.09194,267,SC,,,CL
mop-vor-dme-k5,MOP,Mount Pleasant VOR/DME,VOR-DME,ENROUTE,110600,43X,1067000,1004000,,-5.000,,,40,43.62282,-84.73727,752,K5,,,US
mor-vor-dme-ur,MOR,Morozovsk VOR/DME,VOR-DME,ENROUTE,113400,81X,1105000,1168000,,8.000,,,130,48.34167,41.80028,220,UR,,,RU
mos-vor-dme-da,MOS,Mostaganem VOR/DME,VOR-DME,ENROUTE,112200,59X,1083000,1020000,,-1.000,,,130,35.89865,0.13630,750,DA,,,DZ
mos-vor-dme-pa,MOS,Moses Point (Elim) VOR/DME,VOR-DME,ENROUTE,116300,110X,1134000,1197000,,16.000,,,40,64.69652,-162.07127,15,PA,,,US
