slug,identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,localizer_heading,glide_slope_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
psp-vortac-k2,PSP,Palm Springs VORTAC,VORTAC,ENROUTE,115500,102X,1126000,1189000,,13.000,,,40,33.87001,-116.42978,1600,K2,,,US
psx-vortac-k4,PSX,Palacios VORTAC,VORTAC,ENROUTE,117300,120X,1144000,1207000,,8.000,,,150,28.76442,-96.30618,6,K4,,,US
ptw-vortac-k6,PTW,Pottstown VORTAC,VORTAC,ENROUTE,116500,112X,1136000,1199000,,-9.000,,,40,40.22223,-75.56025,285,K6,,,US
pub-vortac-k2,PUB,Pueblo VORTAC,VORTAC,ENROUTE,116700,114X,1138000,1201000,,8.000,,,130,38.29425,-104.42945,4756,K2,,,US
pwe-vortac-k3,PWE,Pawnee City VORTAC,VORTAC,ENROUTE,112400,71X,1095000,1158000,,5.000,,,130,40.20035,-96.20628,1360,K3,,,US
pxn-vortac-k2,PXN,Panoche VORTAC,VORTAC,ENROUTE,112600,73X,1097000,1160000,,16.000,,,40,36.71546,-120.77868,2060,K2,,,US
pxr-vortac-k2,PXR,Phoenix VORTAC,VORTAC,ENROUTE,115600,103X,1127000,1190000,,12.000,,,150,33.43302,-111.97020,1182,K2,,,US
pxt-vortac-k6,PXT,Patuxent (Patuxent River) VORTAC,VORTAC,ENROUTE,117600,123X,1147000,1210000,,-10.000,,,40,38.28786,-76.40023,18,K6,,,US
pxv-vortac-k5,PXV,Pocket City (Evansville) VORTAC,VORTAC,ENROUTE,113300,80X,1104000,1167000,,3.000,,,130,37.92832,-87.76238,385,K5,,,US
rap-vortac-k3,RAP,Rapid City VORTAC,VORTAC,ENROUTE,112300,70X,1094000,1157000,,13.000,,,130,43.97604,-103.01233,3157,K3,,,US
ras-vortac-oe,RAS,Ras Mishab VORTAC,VORTAC,ENROUTE,116400,111X,1135000,1198000,,3.000,,,130,28.07794,48.61467,100,OE,,,SA
rav-vortac-k6,RAV,Ravine VORTAC,VORTAC,ENROUTE,114600,93X,1117000,1180000,,-11.000,,,40,40.55339,-76.59938,1750,K6,,,US
rbl-vortac-k2,RBL,Red Bluff VORTAC,VORTAC,ENROUTE,115700,104X,1128000,1191000,,18.000,,,130,40.09891,-122.23635,321,K2,,,US
rbv-vortac-k6,RBV,Robbinsville VORTAC,VORTAC,ENROUTE,113800,85X,1109000,1172000,,-10.000,,,130,40.20240,-74.49502,248,K6,,,US
rdu-vortac-k7,RDU,Raleigh-Durham VORTAC,VORTAC,ENROUTE,117200,119X,1143000,1206000,,-9.000,,,130,35.87252,-78.78334,429,K7,,,US
ric-vortac-k6,RIC,Richmond VORTAC,VORTAC,ENROUTE,114100,88X,1112000,1175000,,-9.000,,,130,37.50235,-77.32027,158,K6,,,US
rim-vortac-li,RIM,Rimini VORTAC,VORTAC,ENROUTE,116200,109X,1133000,1196000,,3.000,,,130,44.01517,12.61664,71,LI,,,IT
riy-vortac-oe,RIY,King Salman Ab (Riyadh) VORTAC,VORTAC,ENROUTE,114500,92X,1116000,1179000,,3.000,,,40,24.71953,46.72414,2000,OE,,,SA
rmg-vortac-k7,RMG,Rome VORTAC,VORTAC,ENROUTE,115400,101X,1125000,1188000,,1.000,,,130,34.16256,-85.11941,1148,K7,,,US
rnd-vortac-k4,RND,Randolph VORTAC,VORTAC,ENROUTE,112300,70X,1094000,1157000,,5.000,,,25,29.51917,-98.28517,734,K4,,,US
rod-vortac-k5,ROD,Rosewood VORTAC,VORTAC,ENROUTE,117500,122X,1146000,1209000,,-5.000,,,130,40.28780,-84.04310,1080,K5,,,US
roe-vortac-ek,ROE,Ronne VORTAC,VORTAC,ENROUTE,112000,57X,1081000,1018000,,4.000,,,130,55.06558,14.75869,79,EK,,,DK
rqz-vortac-k7,RQZ,Rocket (Huntsville) VORTAC,VORTAC,ENROUTE,112200,59X,1083000,1020000,,2.000,,,40,34.79724,-86.63385,1198,K7,,,US
rrs-vortac-k7,RRS,Wiregrass (Dothan) VORTAC,VORTAC,ENROUTE,111600,53X,1077000,1014000,,2.000,,,40,31.28459,-85.43121,345,K7,,,US
rsg-vortac-k4,RSG,Rocksprings VORTAC,VORTAC,ENROUTE,114550,92Y,1116000,1053000,,10.000,,,130,30.01460,-100.29984,2310,K4,,,US
rsk-vortac-k2,RSK,Rattlesnake (Farmington) VORTAC,VORTAC,ENROUTE,115300,100X,1124000,1187000,,14.000,,,130,36.74839,-108.09890,5821,K2,,,US
rsw-vortac-k7,RSW,Lee County (Fort Myers) VORTAC,VORTAC,ENROUTE,111800,55X,1079000,1016000,,-2.000,,,40,26.52988,-81.77577,25,K7,,,US
rzc-vortac-k4,RZC,Razorback (Fayetteville) VORTAC,VORTAC,ENROUTE,116400,111X,1135000,1198000,,4.000,,,130,36.24643,-94.12139,1332,K4,,,US
rzs-vortac-k2,RZS,San Marcus (Santa Barbara) VORTAC,VORTAC,ENROUTE,114900,96X,1120000,1183000,,14.000,,,130,34.50953,-119.77099,3598,K2,,,US
sac-vortac-k2,SAC,Sacramento VORTAC,VORTAC,ENROUTE,115200,99X,1123000,1186000,,17.000,,,130,38.44374,-121.55165,3,K2,,,US
