slug,identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,localizer_heading,glide_slope_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
aq-ndb-oe-oebq,AQ,Abqaiq NDB,NDB,TERMINAL,290,,,,,,,,25,25.90537,49.59607,0,OE,OEBQ,,SA
aq-ndb-sk-skbq,AQ,Ernesto Cortissoz (Barranquilla) NDB,NDB,TERMINAL,264,,,,,,,,25,10.87179,-74.79617,0,SK,SKBQ,,CO
aqc-ndb-oj,AQC,King Hussein NDB,NDB,ENROUTE,326,,,,,,,,50,29.90228,35.11900,0,OJ,,,JO
aqe-ndb-k7,AQE,Alwood (Greenville) NDB,NDB,ENROUTE,230,,,,,,,,25,35.70689,-77.37188,0,K7,,,US
aqp-ndb-k3,AQP,Appleton NDB,NDB,ENROUTE,356,,,,,,,,25,45.22846,-96.00955,0,K3,,,US
ar-ndb-bi,AR,Akureyri NDB,NDB,ENROUTE,334,,,,,,,,25,65.75594,-18.08961,0,BI,,,IS
ar-ndb-ht,AR,Arusha NDB,NDB,ENROUTE,391,,,,,,,,50,-3.36810,36.62046,0,HT,,,TZ
ar-ndb-lf,AR,Aurillac NDB,NDB,ENROUTE,343,,,,,,,,15,44.95564,2.36792,0,LF,,,FR
ar-ndb-su-sumu,AR,Carrasco (Montevideo) NDB,NDB,TERMINAL,260,,,,,,,,25,-34.82344,-56.00628,0,SU,SUMU,,UY
ar-ndb-un,AR,Barnaul NDB,NDB,ENROUTE,428,,,,,,,,50,53.38150,83.61306,0,UN,,,RU
ar-ndb-uu,AR,Buzharovo NDB,NDB,ENROUTE,1080,,,,,,,,75,55.98333,36.79917,0,UU,,,RU
ar-ndb-vi,AR,Amritsar NDB,NDB,ENROUTE,351,,,,,,,,25,31.68725,74.80800,0,VI,,,IN
ar-ndb-wi,AR,Iswahyudi (Madiun) NDB,NDB,ENROUTE,315,,,,,,,,50,-7.66500,111.43500,0,WI,,,ID
ar-ndb-zs,AR,Zhangzhuang NDB,NDB,ENROUTE,520,,,,,,,,50,36.72333,116.91667,0,ZS,,,CN
ara-ndb-sb,ARA,Aracatuba NDB,NDB,ENROUTE,265,,,,,,,,50,-21.13933,-50.42667,0,SB,,,BR
arb-ndb-oi,ARB,Ardabil NDB,NDB,ENROUTE,355,,,,,,,,25,38.33061,48.41511,0,OI,,,IR
ard-ndb-lr-lrar,ARD,Arad NDB,NDB,TERMINAL,517,,,,,,,,50,46.18400,21.14489,0,LR,LRAR,,RO
are-ndb-sb,ARE,Arealva NDB,NDB,ENROUTE,340,,,,,,,,50,-22.16889,-49.06972,0,SB,,,BR
arf-ndb-lt,ARF,Cengiz Topel NDB,NDB,ENROUTE,383,,,,,,,,25,40.73172,30.08761,0,LT,,,TR
ari-ndb-lt,ARI,Agri NDB,NDB,ENROUTE,289,,,,,,,,50,39.64581,43.02708,0,LT,,,TR
ark-ndb-oi,ARK,Arak NDB,NDB,ENROUTE,280,,,,,,,,50,34.13447,49.84867,0,OI,,,IR
arm-ndb-k4,ARM,Wharton NDB,NDB,ENROUTE,245,,,,,,,,25,29.25464,-96.15202,0,K4,,,US
arm-ndb-yb,ARM,Armidale NDB,NDB,ENROUTE,401,,,,,,,,50,-30.52731,151.61503,0,YB,,,AU
arx-ndb-sb,ARX,Araxa (Uberaba Tma) NDB,NDB,ENROUTE,210,,,,,,,,50,-19.56100,-46.96467,0,SB,,,BR
as-ndb-dr,AS,Agadez NDB,NDB,ENROUTE,340,,,,,,,,25,16.95632,7.97484,0,DR,,,NE
