icao_24bit_address,registration,manufacturer,model,aircraft_type,serial_number,description,operator,registered_at,registered_until,manufactured_at
a58858,N4559X,Piper,PA-28R-200 Arrow,P28R,28R-7635089,L1P,,,2023-09-30,1975-01-01
a58889,N456BK,Piper,PA-46-350P Malibu Mirage,PA46,46-36381,L1P,,,2021-11-30,
a58899,N456CA,Piper,PA-28-235 Cherokee Pathfinder,P28B,28-10733,L1P,,,2023-07-31,1966-01-01
a588b2,N456DA,Piper,PA-31-325 Navajo C/R,PA31,31-7912103,L2P,,,2022-07-31,1979-01-01
a5894d,N456KF,Piper,PA-46R-350T Matrix,PA46,46-92021,L1P,,,2022-01-31,2008-01-01
a58960,N456L,Piper,PA-28-180 Cherokee,P28A,28-863,L1P,,,2023-07-31,1962-01-01
a589b7,N456PM,Piper,PA-28-140 Cherokee,P28A,28-22354,L1P,,,2021-10-31,1966-01-01
a589ed,N456RR,Piper,PA-28R-200 Arrow,P28R,28R-7635457,L1P,,,2022-07-31,1976-01-01
a58a8c,N456Y,Piper,PA-28-181 Archer II,P28A,28-43353,L1P,,,2023-03-31,2000-01-01
a58acc,N4560P,Piper,PA-23-250 Aztec,PA27,27-66,L2P,,,2024-02-29,1960-01-01
a58ad5,N4560Y,Piper,PA-18-150 Super Cub,PA18,18-7309017,L1P,,,2022-02-28,1973-01-01
a58aed,N4561M,Piper,PA-11 Cub Special,PA11,11-64,L1P,,,2022-11-30,1947-01-01
a58af0,N4561Q,Piper,PA-32R-300 Lance,P32R,32R-7780334,L1P,,,2023-09-30,1977-01-01
a58b14,N4562R,Piper,PA-28-140 Cherokee,P28A,28-21304,L1P,,,2024-02-29,
a58b16,N4562T,Piper,PA-28-180 Cherokee,P28A,28-7205186,L1P,,,2023-08-31,
a58b1a,N4562X,Piper,PA-28R-200 Arrow,P28R,28R-7635078,L1P,,,2023-11-30,1975-01-01
a58b2d,N4563F,Piper,PA-32R-300 Lance,P32R,32R-7680460,L1P,,,2022-12-31,1976-01-01
a58b30,N4563J,Piper,PA-28R-180 Arrow,P28R,28R-30425,L1P,,,2022-05-31,1968-01-01
a58b3d,N4563X,Piper,PA-32R-300 Lance,P32R,32R-7680029,L1P,,,2024-01-31,1975-01-01
a58b3f,N4563Z,Piper,PA-22-108 Colt,PA22,22-8070,L1P,,,2023-02-28,
